,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28
sub_topic_10,6.308906e-05,2.03425e-05,1.3395587e-05,8.772432e-06,1.5592354e-05,1.6187536e-05,5.0704177e-05,2.3776076e-06,3.364484e-06,0.0010136636,7.356541e-06,7.5469784e-06,8.7094995e-06,0.95628273,0.00020338381,0.0001643638,4.7729543e-05,1.0163505e-05,9.838919e-06,3.389342e-05,9.1001575e-06,1.5030432e-05,6.8296955e-05,2.0880454e-06,0.00020268155,3.1811064e-06,1.7352859e-05,3.429739e-05,0.0004519496
sub_topic_11,0.000446809,3.7686787e-05,0.0004129514,0.00020059325,6.759777e-05,0.0001707096,5.5948807e-05,9.070621e-06,5.8795017e-06,0.0005115923,6.8192294e-06,2.9751063e-05,9.517297e-05,0.00010802281,1.7078863e-05,4.0348503e-05,0.00028576032,1.19197975e-05,0.6903752,0.00016212989,0.0021098997,6.491139e-05,0.00013179527,3.2911391e-06,3.0916475e-05,0.00032432438,2.7218379e-05,6.49903e-05,0.00014044267
sub_topic_12,3.161869e-05,8.733187e-05,0.00015535821,0.973781,3.7752063e-05,0.0004125454,4.346831e-06,0.0,1.4435825e-05,3.1524967e-06,6.63383e-06,0.00066591887,9.405932e-06,1.6319962e-05,2.6939595e-06,5.8811634e-07,0.00063777383,7.0760943e-06,1.6698836e-05,0.00042426403,4.059355e-05,0.00011402653,4.7693127e-05,1.7412973e-05,8.137926e-07,6.236689e-05,0.00018164702,1.5667077e-07,1.2184547e-05
sub_topic_13,3.2380235e-06,2.956882e-05,9.590083e-06,7.311987e-05,2.3816724e-06,0.00027899697,1.509159e-05,2.819678e-06,2.7626775e-06,1.0610926e-05,5.5298447e-06,7.702223e-07,4.6557134e-06,1.0186769e-05,1.3315389e-05,6.705539e-08,0.0003498141,5.188406e-05,2.8870392e-07,0.000120735756,1.3672879e-05,2.4098774e-05,1.0286903e-05,0.9731183,3.131564e-06,2.5433645e-05,1.9342082e-05,2.9196622e-06,6.0706567e-05
sub_topic_14,8.5838816e-05,0.00033977945,0.000107539345,3.1709467e-05,7.145257e-05,8.940269e-05,0.00033225815,6.365705e-05,0.00014363216,3.3539367e-05,4.267628e-05,3.5936155e-05,0.00026156212,0.00018999157,5.061745e-05,4.5237433e-05,0.00014154003,0.00066464546,0.00011583004,7.947745e-05,0.00034181142,9.887585e-05,0.00010618695,3.6550013e-05,9.9039935e-05,0.00048987905,5.940534e-05,0.94299406,3.1623247e-05
sub_topic_15,0.0010358832,0.0026293902,0.0009194739,0.003217382,0.0018091748,8.228746e-05,0.0012479613,7.826305e-07,1.1699541e-05,0.0027626827,1.4895452e-05,1.3808695e-06,0.015822086,0.00019692226,0.0001426739,1.3687675e-06,0.0008038577,0.0047377036,0.0021915226,0.00013379565,0.33140472,0.00035237195,0.0011937838,3.8383754e-05,7.815895e-05,0.0012815552,0.00024235193,4.2300882e-05,0.00024147586
sub_topic_16,1.1222306e-05,0.00024808926,1.3786403e-05,8.016831e-06,4.31885e-06,7.1411664e-06,0.9260523,4.971148e-06,3.4860268e-06,3.255064e-05,2.0166194e-06,0.0,8.115409e-05,7.531202e-05,5.24046e-06,4.5957645e-06,1.40785205e-05,0.00018902366,3.121823e-06,1.4019074e-05,1.0090243e-05,3.710339e-05,2.7935876e-05,1.9342398e-05,3.1319455e-06,3.4379143e-06,2.4944055e-05,1.7530081e-05,0.00012478471
sub_topic_17,0.7883706,3.7789057e-05,0.00010392692,3.585949e-05,2.649005e-05,5.7871806e-05,1.767143e-05,3.279189e-06,1.4332285e-05,0.0001435149,4.909992e-05,0.00010704553,1.4836987e-05,0.00019370054,3.03811e-05,5.4538858e-05,0.00013876776,6.23356e-06,6.1215134e-05,4.8342707e-05,1.0872904e-05,6.450556e-05,0.0007461315,3.8001608e-06,7.754219e-05,1.8159382e-05,9.633685e-05,2.4066809e-05,0.00010725382
sub_topic_18,6.778468e-05,0.0003897689,0.00017027235,2.1251572e-05,5.3314925e-06,3.8036782e-05,9.471558e-05,1.4791251e-06,1.9954977e-07,0.19305743,1.2597197e-06,0.0,9.103363e-05,8.530588e-05,0.00011227032,1.1747925e-06,2.4436105e-05,0.005173886,1.12347525e-05,5.2698855e-05,0.00059072085,9.305667e-05,0.00031682497,8.896064e-05,1.2923223e-05,1.1531726e-05,7.423011e-05,3.0712483e-05,5.982053e-05
sub_topic_19,0.00033488986,8.4342995e-05,0.00053342147,0.002003208,3.2588523e-05,0.0010566034,3.474745e-05,1.5897884e-05,1.1786785e-05,0.000827452,0.0001556232,0.00025661383,5.131597e-05,0.00045475646,0.00010168098,4.77534e-05,0.9516797,3.6610403e-05,0.00049517635,0.0007040004,0.00011579569,4.9372484e-05,0.0001712462,8.944667e-05,0.00024295932,3.366722e-05,4.3609754e-05,0.00010079324,0.00030963862
sub_topic_20,0.0019227131,0.00032208578,0.001522908,6.4103726e-05,0.00020734261,0.0005740091,0.00042184608,0.00012394378,0.00024479447,0.00041759768,0.0053032837,0.0041228845,2.7933942e-05,0.0017685187,0.004251117,0.5034834,0.00015627197,6.863024e-06,0.00013532984,0.00041992814,1.7027793e-05,0.0030934066,0.00037309373,3.0432777e-05,0.0007470232,0.00018725895,0.0039678286,0.0005528397,0.0010964681
sub_topic_21,1.7425184e-05,4.151391e-05,5.5744236e-05,0.0009758938,1.0464662e-05,0.00011430476,1.3705802e-05,2.3098697e-05,1.1286135e-05,2.457783e-05,0.0011152852,0.00023262556,2.757163e-06,9.0859954e-05,0.0004873607,1.1029472e-05,0.00035370738,2.2986425e-05,6.139752e-05,0.9286876,2.844078e-05,4.4522367e-05,0.000108382425,9.5794734e-05,0.000108556014,1.3639526e-05,0.0012471139,2.407853e-06,4.7006346e-05
sub_topic_22,0.00022347472,0.00039295523,0.000557329,0.0002652435,0.0001269868,0.00019560826,0.00018477056,0.0,2.265844e-06,0.0011613249,1.8907038e-05,4.6181494e-06,0.00062896975,0.00050795556,0.00016883928,1.238832e-05,0.00019065497,0.0012147395,0.0053389706,0.00034415672,0.6241028,0.000103777245,0.00018439845,1.0750061e-05,3.105984e-05,0.00018507543,8.854666e-05,6.0753522e-05,0.00065378484
sub_topic_23,0.0028930774,0.00012372159,0.005563477,0.0019062604,7.590793e-05,0.1280777,8.5841384e-05,2.9260078e-05,4.1880417e-06,0.003248243,0.00040694862,0.0021331152,0.000109614564,0.0026151133,8.6223066e-05,0.01198249,0.00087199063,7.7971035e-06,0.01172485,0.004509775,0.0001829696,0.0007710887,0.0010846688,1.6136832e-05,3.4185057e-05,1.4415286e-05,0.001072611,0.0001491332,0.11993883
sub_topic_24,0.002172841,0.0009011729,0.0029803289,0.0010921083,0.00019213514,0.0024980826,0.0007220123,6.708006e-06,1.3202511e-05,0.005749838,0.0002996379,0.00041743307,0.00027411702,0.006365534,0.0022192071,0.0015872295,0.0042614136,0.0012999083,0.014040249,0.01966078,0.0134781245,0.0009555154,0.002740879,0.00018657034,0.0001428062,5.0729137e-05,0.0007841758,0.00021570861,0.0028894807
sub_topic_25,0.00054207974,0.00017471968,0.0005127942,0.00030634113,0.0011115519,0.00010843868,0.00021680917,0.00020743201,0.000489222,0.00010526354,0.0002059254,0.00045316952,0.00016350426,0.00029234675,0.0003070773,0.00051483297,0.0001916531,3.5924022e-05,0.0005886734,0.00032011367,4.0829953e-05,0.0002560978,0.00013764645,5.349394e-05,0.0015141179,0.5263315,0.0005436692,0.00089104887,0.0001932494
sub_topic_26,8.352608e-05,3.7057023e-05,3.802616e-05,5.9516224e-06,8.139009e-06,3.1365795e-05,1.353172e-05,3.2091757e-06,0.0,0.77426594,6.969755e-06,2.3098241e-06,6.7879078e-06,0.001846757,0.00019029908,5.824124e-05,0.00012104574,8.832884e-06,3.0908726e-05,5.4030304e-05,1.4256562e-05,2.4184115e-05,5.3497894e-05,9.358181e-07,4.421946e-05,2.2496609e-07,1.9279547e-05,0.00082640443,0.0018590414
sub_topic_27,8.985412e-06,0.7244756,1.3437638e-05,7.3699207e-06,4.6832515e-06,2.0095837e-05,0.00010694357,1.6323056e-05,5.889917e-07,3.2035423e-05,6.7640717e-06,0.0,5.3913645e-05,2.4412087e-05,1.3713267e-05,0.0,7.109924e-06,0.00043768855,3.771556e-07,1.6818292e-05,9.683854e-06,3.351844e-05,4.5246637e-05,1.729617e-05,2.3205316e-06,2.3815319e-06,0.00014722375,1.2652303e-05,1.52215325e-05
sub_topic_28,0.0005984709,0.014171087,0.00078411936,0.00040937116,0.00015179388,0.00048539828,0.02155783,0.0001887911,0.0004802916,0.0017608784,0.0005449894,0.0001776773,0.0051465393,0.006985475,0.0028128845,0.0006347466,0.0013090109,0.03385127,3.197156e-05,0.0019969074,0.00065409124,0.0033118504,0.0017280605,0.0010076745,0.00051005866,0.00031973762,0.0018035012,0.03180575,0.0020792875
sub_topic_29,0.0003051246,0.001022494,0.0009644417,1.3567788e-05,1.5658037e-05,4.4851902e-05,0.000867854,0.2437348,0.00047305232,0.00014657063,6.608363e-05,0.00010685486,0.00024061168,0.0007077235,8.566511e-06,0.00011864136,0.00011772827,0.00011473281,3.7840648e-05,0.0006055989,5.1175634e-06,0.0006821277,0.00036264453,0.016004924,0.00075650343,0.00027034548,0.0018251182,0.0010296388,0.0007760462
sub_topic_30,0.0018936463,0.00078859273,0.0025458997,0.00026150845,0.0032108384,0.00035020983,0.0020515893,0.004193982,0.1748382,0.00019202018,0.002981159,0.0015693436,0.002836333,0.0016205906,0.00034790568,0.0008370417,0.0012836482,4.046739e-05,0.0007742901,0.0012137749,0.00018803577,0.0012184102,0.00045867002,0.00050001143,0.0034817664,0.0016355816,0.0021635005,0.0040790485,0.0011610287
sub_topic_31,8.422212e-05,0.00010463129,0.00042308273,0.000119475066,4.5895482e-05,0.00012936247,0.00015581364,7.97423e-05,1.24062035e-05,8.3861094e-05,2.2901258e-06,2.6048795e-06,0.00048577468,1.5811458e-05,2.0321315e-06,3.82921e-06,6.416694e-05,0.00019506988,0.00033424934,8.55979e-05,0.0012088122,5.4454835e-05,4.135462e-05,6.437213e-05,2.9793046e-05,0.4577474,7.795041e-05,0.00029962842,3.6155612e-05
sub_topic_32,0.00031911262,0.00011823098,0.00026003804,1.7803975e-05,0.00034995202,6.572223e-06,0.0001730549,0.00022331132,8.477255e-05,0.0007336461,0.007530277,0.0005934969,3.1588323e-05,0.002504464,0.009548954,0.00080232683,0.0003713666,9.410131e-06,4.6130906e-05,0.00067540497,1.5228818e-05,0.00022222546,0.00078401115,2.048688e-05,0.8341609,0.00028499038,4.0679737e-05,0.00032620944,0.00035445462
sub_topic_33,0.00032586313,0.0010519364,0.00033828145,2.1393435e-05,0.0024004001,8.6559536e-05,0.033702753,0.015809994,0.009650941,0.0001687518,0.0015932542,0.0006656417,0.0003827952,0.00042110094,0.00027967882,0.0025567098,0.0006075533,5.845971e-06,0.00020176006,0.00022520676,1.7470215e-05,0.00050532393,7.6951765e-05,0.00032123807,0.0055197016,0.0005613713,0.0002612965,0.0012171989,0.00054525194
sub_topic_34,0.00010658599,8.136502e-05,0.00015169948,0.0024171637,4.736211e-05,0.8465575,4.7574317e-06,4.2028946e-06,6.355801e-07,0.00011538718,1.0830381e-05,5.1228206e-05,1.4357028e-05,5.40672e-05,2.8242005e-06,6.385851e-05,0.00087101734,3.6995178e-05,5.826593e-05,0.00048861763,3.5814093e-05,0.00010138596,7.45658e-05,0.00013096728,8.7127324e-07,3.567998e-05,0.00026650968,7.587264e-06,0.00029808292
sub_topic_35,6.1366394e-05,1.6271395e-05,0.00022009976,0.0010872708,3.043222e-05,9.091163e-05,5.721031e-07,5.1462443e-06,3.1406893e-05,2.1799258e-06,0.00013340656,0.96805876,2.0255938e-07,1.1614437e-05,1.4418478e-05,5.8333746e-05,0.0001194536,4.4881253e-07,5.8702757e-05,0.00012646554,3.7846337e-06,8.446177e-05,4.9659637e-05,1.1421197e-07,7.5245853e-06,2.4569163e-05,0.00017818905,4.1581366e-06,1.797479e-05
sub_topic_36,6.0431747e-05,0.0013765865,7.234411e-05,3.458458e-05,5.1707335e-05,1.2656082e-05,0.00017084886,4.7675017e-05,9.688622e-06,0.0011109002,0.0050251437,0.00036162615,1.0717372e-05,0.0007216043,0.9617528,0.0020460766,0.00013102715,0.0001278425,1.2532441e-05,0.004842306,3.6263264e-05,0.00041468174,0.0005939894,6.0189206e-05,0.0036769295,3.8679435e-05,0.0012203532,7.035249e-05,0.00079051004
sub_topic_37,0.000634939,0.00045464313,0.00053812854,0.0010657542,0.96665406,0.0017411665,0.00045173627,6.966367e-06,0.00024380957,0.00030427458,0.00027017426,0.00022349939,0.0010677859,0.0002699773,0.00015775759,0.00038387082,0.00032612044,4.5417273e-05,0.00033029064,0.00029900525,0.00052846555,0.00042677217,0.00018359719,9.669611e-05,0.00010834702,0.0005335811,0.0009158418,0.00051666406,0.0005515277
sub_topic_38,7.54915e-05,0.22827531,1.9665933e-05,8.2086925e-05,1.8143714e-05,0.00012763446,1.3781208e-05,1.07185315e-05,2.6692747e-05,4.4589895e-05,0.00013378677,0.00012373364,1.3356326e-05,4.152759e-05,0.004059912,3.1131972e-06,3.3555913e-05,0.0001327243,3.1760621e-06,0.00054746185,8.415565e-06,6.6891065e-05,0.00020932224,2.8753884e-05,4.033944e-06,1.02587e-05,0.004043693,1.4927e-05,6.116938e-05
sub_topic_39,0.00028164696,0.0063219015,0.0016159371,0.0011740918,4.62729e-05,0.0005527472,0.0019847506,3.4933066e-06,3.6538463e-06,0.0029465097,4.6553955e-06,6.4995456e-06,0.0035784089,0.0004834254,0.0007666073,4.6069363e-07,0.0013304277,0.41046956,3.5983285e-05,0.00039841537,0.016661972,0.00046367495,0.0015377225,0.0002493759,5.983648e-05,0.00025729058,0.00063532684,0.00021201624,0.0002434642
sub_topic_40,0.0015501162,0.0014153053,0.000768048,0.001796536,0.0022597304,0.00040160256,0.0009583891,0.00035986243,0.3621912,0.00014507251,0.00045792994,0.002495558,0.0010369465,0.001593313,0.00037395183,0.00027917643,0.0010328805,0.00027170827,0.00072034966,0.00080574065,0.00088096777,0.0017549106,0.00084438967,0.002274429,0.00017627583,0.0010252205,0.003501282,0.0012276218,0.00070973404
sub_topic_41,3.7586386e-05,0.0001556286,0.0017834867,2.3946199e-05,4.9622155e-05,1.1116864e-05,0.00013777989,3.7364834e-06,2.2915434e-05,6.660581e-05,3.1264353e-05,4.2666284e-06,0.9481439,4.984225e-05,1.5051245e-05,2.467604e-06,0.00013148082,0.00015817494,2.4641386e-05,4.5391593e-05,0.00011291101,0.0001043309,9.022524e-05,1.7401833e-05,3.4124147e-05,3.3317036e-05,5.3486074e-05,5.4499968e-05,8.0046244e-05
sub_topic_42,0.0005716158,5.9090067e-05,3.8898852e-05,1.5832497e-05,5.359895e-07,1.2608597e-05,7.2723537e-06,0.0,1.4279536e-09,5.129459e-05,0.00027040616,7.536101e-05,1.0912865e-06,2.9717823e-05,6.161112e-05,3.3233484e-06,5.524791e-06,2.146215e-05,3.7381142e-06,3.6130437e-05,3.963938e-06,6.874399e-05,0.55813354,2.5301216e-07,4.2633925e-05,0.0,7.8409365e-05,1.6596533e-07,1.2354182e-05
sub_topic_43,0.0006265232,0.00066285254,0.00052493316,0.0003045705,0.000671643,0.0002019265,0.0009876435,0.002461923,0.4287399,0.00014732573,0.00085990224,0.0006913979,0.00035408337,0.0015460126,0.00017391673,0.00030401789,0.00054004986,3.690794e-05,0.0004920907,0.00048314338,0.00015730775,0.00054270384,0.00019042054,0.002806096,0.0007373996,0.0010623601,0.0009874743,0.0012695137,0.000714486
sub_topic_44,0.011050086,0.0023007987,0.0053813807,0.005509819,0.017901566,0.0045971777,0.002969441,0.00074574206,0.01975117,0.0017379153,0.0030374413,0.0053519327,0.010013549,0.004981555,0.0013273315,0.00183721,0.015659988,0.00012512867,0.0049406025,0.0019718625,0.0017854313,0.003947501,0.0023515797,0.0014228675,0.004456823,0.0057836915,0.0051224316,0.0057401587,0.0057288916
sub_topic_45,0.0002873241,7.079158e-05,0.00010739194,3.5323596e-05,2.3799198e-06,0.0019756756,2.6787338e-05,1.0080254e-06,3.3392519e-06,6.615771e-05,2.2650762e-05,1.6629996e-05,6.320411e-06,7.83502e-05,1.3703022e-05,1.0976846e-05,7.3527546e-05,0.0003984641,3.55898e-05,2.2432665e-05,6.7397676e-05,3.5796973e-05,0.1411174,0.0,6.7314945e-06,3.063851e-06,4.778439e-05,0.00019901586,4.6493584e-05
sub_topic_46,8.121836e-05,2.0146235e-05,0.0001370756,0.00019908833,2.911604e-05,3.7047237e-05,0.00019288147,1.9642255e-05,1.620933e-05,0.00026062026,9.66638e-05,0.00027438416,1.3489082e-05,0.00031543162,0.00019137784,5.2734733e-05,0.004369143,5.8851374e-06,0.264553,0.008987248,0.0038213928,1.3914652e-05,7.232625e-05,8.696416e-06,0.00020972561,2.5533893e-05,7.6692064e-05,4.357107e-05,0.0005512464
sub_topic_47,0.00016713426,9.91073e-05,0.0016751478,1.8228897e-05,9.7957076e-05,6.6441884e-05,5.3095548e-05,0.00013595902,0.00022436386,6.950568e-05,0.9523356,0.00095605635,2.8208162e-05,9.873332e-05,0.0034191941,0.001325993,0.00027994392,5.276936e-06,3.904119e-05,0.0020136472,5.63539e-06,0.00035956554,0.0016147203,2.4580819e-05,0.0058952225,4.003315e-05,0.00053382607,7.4631265e-05,8.5855594e-05
sub_topic_48,1.3962422e-05,0.00011309405,7.067338e-05,5.550589e-05,9.687595e-06,4.181837e-05,2.2350894e-06,7.4683153e-06,1.8293524e-05,3.1404545e-06,4.7779857e-05,5.6404842e-05,4.8948405e-06,1.2931373e-05,5.376468e-05,5.775709e-06,1.0279077e-05,2.3216175e-05,8.3866125e-06,0.000343226,2.500001e-06,0.00034566887,9.306644e-05,8.013965e-06,1.561465e-06,7.1628538e-06,0.65733474,6.218152e-06,2.1461521e-05
sub_topic_49,1.9779167e-05,6.727719e-05,0.000112911184,8.675003e-06,2.0897041e-06,2.2912653e-05,1.2770023e-05,1.0728054e-06,1.8486841e-06,7.7391105e-06,1.3624967e-05,6.095114e-06,6.5926265e-06,8.183757e-06,2.9968534e-05,7.418637e-06,8.06942e-06,1.8655737e-05,9.2830277e-07,2.5716909e-05,1.89111e-06,0.7708851,3.6657933e-05,1.0201988e-05,3.0779352e-06,7.7666806e-07,0.00022502699,1.8963789e-06,1.801435e-05
