,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25
sub_topic_33,0.0015300788,0.00077537005,0.0013066258,0.00011370603,0.26858193,0.000712607,0.0015520364,0.0020423331,0.009114878,0.0012857516,0.0013248132,0.00409821,0.00063049945,0.0022578454,0.00020572954,0.0013220743,0.0018412742,1.654093e-05,0.0014570379,0.0010432041,6.917114e-05,0.00085782894,0.0002609556,0.0018748688,0.008501948,0.0017992061
sub_topic_34,0.00015727412,9.8998586e-05,0.0002110997,0.001311462,5.461544e-06,0.770483,0.00033474254,0.00041866794,1.1802259e-06,0.00020084162,1.9462792e-05,2.7143553e-05,2.1089169e-05,2.3253688e-05,2.4594924e-06,0.00026392337,0.0010633025,3.2752465e-05,8.084013e-05,0.000791205,3.1246414e-05,0.00018123123,0.00015279737,4.7238995e-05,2.3684881e-06,2.4076979e-05
sub_topic_35,5.0752747e-05,1.2000485e-05,0.9159768,2.0995592e-05,1.1818826e-06,2.8580891e-05,1.6724036e-05,5.3043947e-05,2.1716214e-06,2.3393917e-05,0.00010453953,1.3524693e-05,1.2773662e-05,5.1003967e-06,3.9407055e-06,1.6147478e-05,3.351347e-05,5.832856e-06,1.2876584e-05,2.8600469e-05,6.6949556e-06,0.00012958975,0.00012909909,0.0,5.941483e-05,8.318684e-06
sub_topic_36,0.0006172546,0.00639608,0.0012865206,1.9862106e-05,4.6116107e-05,0.00020421375,0.00038014026,0.011892314,6.499499e-05,0.00073369,0.028418027,0.002689895,3.260699e-05,8.377117e-05,0.24498367,0.0012577126,6.165464e-05,0.00027325793,1.2958776e-05,0.0056348685,5.6994893e-05,0.005133889,0.0013489057,0.00012321777,0.00023135863,3.4838304e-05
sub_topic_37,0.0007206163,0.00071904383,0.0004063051,0.0054877335,1.6097481e-05,0.032604124,0.00064196216,0.002634718,0.0005348508,0.00025674875,0.00048090378,8.967812e-05,0.09475439,0.00018484623,9.569304e-05,0.00068671297,0.00048549526,5.390061e-05,0.00031923555,0.0002495206,0.0004092459,0.00064791774,0.00024200439,8.465645e-05,2.3718565e-05,0.0010458605
sub_topic_38,4.1975985e-05,0.35777014,4.2176736e-05,2.1810336e-05,1.7724517e-05,8.8662026e-05,0.0001254791,0.0005202901,8.184979e-06,0.000101556594,2.7426386e-05,1.8621471e-06,7.3264826e-05,0.0001192453,4.242953e-05,9.997076e-06,1.7764654e-05,0.0009785781,2.6086364e-06,9.087187e-05,1.6257718e-05,0.00015733275,0.00011780857,7.0151116e-05,8.915046e-06,5.7650564e-06
sub_topic_39,0.00013715739,0.006326941,0.00086173584,0.0008911683,9.769884e-06,0.00017895388,0.0007234716,0.00025287864,1.4807332e-05,0.0015483821,3.2548527e-05,1.2076741e-07,0.0024082283,0.00063227845,0.0008950712,2.98597e-05,0.0005818764,0.33644933,1.40626635e-05,0.00052946736,0.0041349055,0.0010296691,0.001362548,0.000121911726,0.00020909772,0.00014642942
sub_topic_40,0.00034124102,5.0937953e-05,0.00015339343,8.749182e-05,0.0,2.211392e-05,1.4226854e-05,0.00023907649,7.644179e-06,2.215839e-05,0.0001739093,2.0737973e-05,7.951788e-06,1.199209e-05,1.4776122e-05,1.6262607e-05,8.604701e-06,3.597351e-05,1.0261057e-05,0.000106228166,5.3109616e-06,0.00026654458,0.53075194,1.6611592e-06,1.8244182e-05,4.7400457e-07
sub_topic_41,0.00016218761,0.0005200956,0.0004952204,0.00039688137,1.7481356e-05,7.539557e-05,0.00044158398,0.00016039975,0.00012924738,0.00029972207,0.00025869702,6.3509983e-06,0.8124196,9.473467e-05,6.284087e-05,9.822377e-05,0.0002327753,0.00020931954,9.688666e-05,0.00020560499,0.00037834857,0.00018402391,0.00033749954,2.9676827e-05,0.00015982002,0.00012413476
sub_topic_42,0.2005386,0.00011679721,7.2526695e-05,1.2334451e-05,4.411405e-06,0.00015593156,2.4823796e-05,2.4822008e-05,6.4662568e-06,0.00019334485,0.0002604035,4.554212e-05,2.6914697e-06,4.1500953e-05,2.7792179e-05,0.00038053052,2.5639498e-05,1.6186816e-05,5.816813e-05,2.6353215e-05,6.615842e-05,5.371503e-05,0.00039676885,1.5801909e-06,8.8000925e-05,2.8361483e-06
sub_topic_43,0.0011656736,0.0012368633,0.00081252103,0.001247789,0.0016183757,0.00036659016,0.0014306328,0.0030366553,0.8457681,0.00046797635,0.00078888703,0.0014589616,0.0007919546,0.0027052641,0.00025910657,0.00042819785,0.00078103616,0.00016526046,0.0009250023,0.00079771416,0.00045138207,0.0013550535,0.00053184334,0.006146889,0.0005941461,0.001427356
sub_topic_44,0.010134377,0.0030036252,0.0049476004,0.0046351785,0.0010413473,0.0027095047,0.008785849,0.008149448,0.07045866,0.0029299306,0.0027896317,0.003063275,0.044093195,0.0039583375,0.0006937196,0.004204087,0.0045046518,0.0003626199,0.0036029357,0.0017712315,0.0016395706,0.005603271,0.00243262,0.0010998854,0.0023048217,0.006607051
sub_topic_45,0.012626117,0.00032488926,0.006719556,0.00094821374,8.464152e-06,0.13366468,0.013232274,0.00040390305,8.489578e-07,0.015492918,9.200808e-05,0.00020360085,8.16212e-05,0.00068539364,4.131011e-05,0.027821299,0.000766487,1.2884365e-05,0.04229092,0.0008592524,0.0053252396,0.0020468505,0.0015257063,1.003054e-06,2.2880806e-05,1.6787197e-05
sub_topic_46,0.00016800892,4.3963468e-05,0.00032417485,0.00040199273,5.2406256e-05,5.4301327e-05,0.0002867351,4.315263e-05,3.7795664e-05,0.00060259923,0.00014801533,9.455403e-05,2.5901003e-05,0.00012638935,0.00014040714,0.00077839405,0.0068372847,7.5438243e-06,0.31465334,0.003902061,0.004424188,4.0386552e-05,0.000157307,8.324846e-06,0.00026711216,3.7196856e-05
sub_topic_47,0.00016021593,9.473389e-05,0.00096362084,1.814866e-05,0.00011025381,6.530732e-05,3.917211e-05,0.00086034747,0.00023159197,9.214675e-05,0.71750283,0.002787944,2.8522509e-05,4.056717e-05,0.0026385577,0.0005043522,0.00027412936,6.6541843e-06,3.685947e-05,0.0020850415,8.26169e-06,0.00034444328,0.00029744804,2.669917e-05,0.002745845,3.9162016e-05
sub_topic_48,0.000100480065,0.0010844601,0.00017074346,0.0001336386,5.9090735e-06,0.000122022844,6.5322325e-05,0.75579697,4.1284133e-05,3.8378643e-05,0.00023160549,4.4627406e-05,8.954207e-06,3.305492e-05,0.00013185489,4.2516964e-05,3.5474728e-05,3.6359146e-05,1.5998816e-05,0.0010072857,6.617563e-06,0.00059357664,0.00037237754,1.3493891e-05,5.610029e-06,1.6854188e-05
sub_topic_49,0.000116598705,6.806636e-05,6.927151e-05,1.0041074e-05,7.9858216e-07,0.00019940785,2.2093134e-05,6.2711086e-05,2.5792333e-06,6.934737e-05,7.9918806e-05,4.622871e-06,2.0580324e-06,3.4614568e-05,3.5430752e-05,4.358235e-05,1.9646763e-05,0.0002963821,5.5955597e-06,0.00011393049,1.959804e-05,8.59678e-05,0.4086656,3.1069712e-07,5.1049064e-05,1.6897651e-06
