,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37
sub_topic_45,0.00016556158,0.00018019656,0.00014891874,9.957253e-05,1.49487905e-05,0.00022145221,2.547815e-05,6.629836e-07,8.2887027e-07,0.00011000018,0.00013056742,6.689563e-06,4.7539354e-05,7.339946e-05,3.79926e-05,1.3602003e-05,4.1039075e-05,0.00015185904,2.9580619e-05,8.579244e-06,7.6213e-05,0.00017968338,0.0011787845,0.0,2.333736e-06,0.0,0.00011329514,4.432204e-05,0.00010056472,5.0196482e-05,2.9186574e-05,7.611609e-06,1.3288053e-05,0.0002115389,0.00026111276,3.560853e-05,2.9126917e-05,0.9271031
sub_topic_46,0.00096040004,0.00017775764,0.0007849965,0.062659405,5.8937407e-05,0.000883953,9.9764344e-05,0.0001225164,3.1567353e-05,0.0032358933,0.0018182687,0.00046056148,6.347513e-05,0.0013927093,0.00018042105,0.00012220159,0.00019096844,3.1253643e-05,7.595454e-05,3.1118216e-05,4.637548e-05,0.00015437698,0.00013106623,4.6140234e-05,0.00375081,2.4478053e-05,3.8409937e-05,0.00016112044,0.0015385484,0.0031306716,0.00027108286,0.0008862704,8.696898e-05,0.00016846502,0.00047606824,0.17582133,0.0013670264,8.699724e-05
sub_topic_47,0.0005570643,0.00072976446,0.0020050493,0.00018468869,0.00028636248,0.00011715014,0.00022766195,0.0004914464,0.00034831854,0.00041907863,0.001914171,0.00025440982,0.0003490446,0.0009808451,0.0044600195,0.00053724344,0.0018166744,4.899458e-05,6.656196e-05,6.687267e-05,4.69408e-06,0.0013699428,0.023267562,9.66839e-05,0.066427335,0.0004036413,0.00039494163,0.00093493314,0.00045048565,2.0425938e-05,0.069768086,0.0095288195,0.011864033,0.00020685395,0.00015199132,0.0011657152,1.9464442e-05,0.00012768817
sub_topic_48,1.5098902e-05,0.00037729362,2.4978155e-05,1.9536497e-05,5.556734e-06,4.5956112e-05,3.055593e-06,5.0904523e-06,4.0686114e-06,6.9794332e-06,0.00010530447,5.1719167e-06,1.6474418e-05,1.541049e-05,0.00011346039,5.9243603e-06,1.126887e-05,3.904356e-05,0.00014733463,1.7737134e-06,3.240928e-06,0.00043300077,0.00013311018,2.504424e-07,1.638823e-07,5.9185472e-06,0.6440743,7.358088e-06,3.386777e-05,6.8051344e-07,5.0748436e-06,0.00012434434,1.9569454e-05,0.0003940698,7.4083066e-05,5.5037257e-05,1.3801432e-06,3.7844155e-05
sub_topic_49,3.096803e-05,5.609713e-05,4.5160352e-05,9.188972e-06,2.5973823e-06,3.3043216e-05,7.673758e-06,5.9981977e-07,2.3577127e-06,3.5923462e-05,0.00054828305,1.9177023e-06,7.3934857e-06,5.1535724e-05,9.676875e-05,5.9115464e-06,3.111082e-05,8.207244e-05,1.6021479e-05,8.729616e-07,1.433402e-06,0.00017882207,0.9250742,0.0,0.00011913065,1.0362712e-06,0.00010689779,4.375425e-06,2.2224975e-05,3.1574175e-06,0.00033461762,7.733545e-05,7.3311285e-06,0.0011145899,4.836203e-06,3.6810292e-05,2.1657e-06,0.00067332695
sub_topic_50,8.229274e-06,6.5438655e-08,5.007894e-07,2.0905304e-06,7.5407474e-06,2.2532984e-06,8.5235215e-06,0.0,1.2495208e-05,0.0,1.612301e-06,0.38267624,0.0,1.9880492e-06,0.0,1.0201723e-07,6.309001e-06,0.0,0.0014322167,0.0,4.3712208e-07,0.0,0.0,0.0,6.2233926e-07,3.9585034e-06,5.690173e-06,0.0,8.005445e-06,0.0,0.0,2.1842936e-06,2.3118328e-06,3.988956e-06,1.2811463e-06,2.1800881e-06,9.910002e-10,0.0
sub_topic_51,0.0003063262,0.0001486655,0.0006075945,2.5655394e-05,4.318504e-05,0.000116305426,9.6428914e-05,9.694762e-05,3.515463e-05,0.00045394697,0.0012287706,0.0016035264,1.8651239e-05,0.0011102398,0.00446714,0.7260246,5.637664e-06,3.7431191e-06,6.091403e-05,1.5994357e-05,0.0,0.001460784,0.00021158678,3.660129e-05,0.0020525851,9.924676e-05,0.00097388204,7.363836e-05,0.0012749096,0.00011917745,0.002639558,0.005445014,0.0014282309,0.00054174155,0.0011061953,0.00022352437,5.014647e-06,0.00014625354
sub_topic_52,0.00068158744,0.00092791946,0.0004711938,0.0051784595,0.0010174693,0.0040161978,0.0012008774,5.4177247e-07,4.7184727e-05,0.0005014001,0.0005650763,6.995607e-07,0.00018926182,0.00025979214,0.0001695657,3.4127593e-06,0.0011706116,0.0001514767,0.0010654929,0.00053399766,0.028443513,0.00025541312,0.023955954,5.0657803e-07,0.0003963984,8.972484e-06,0.0013837524,1.2690548e-05,0.00031265375,3.3623204e-05,0.00043895666,0.0015162186,0.0001381874,0.0050787423,1.7743452e-05,0.0010369262,0.001959493,0.0011315073
sub_topic_53,4.868988e-05,1.727847e-05,4.5661916e-05,0.9136124,1.14849345e-05,0.0016072735,1.6736014e-06,1.4949585e-06,2.0479597e-06,0.000102299644,7.014961e-05,1.8484543e-05,4.3109444e-06,8.263806e-05,1.566536e-05,1.9423246e-06,2.689099e-05,5.659632e-06,0.00011019148,1.5516638e-05,9.238992e-05,1.4389271e-05,3.111573e-05,0.0,1.9219186e-05,8.667465e-06,1.8031764e-05,3.7370387e-06,3.7969436e-05,1.6883781e-05,6.460482e-06,5.5113407e-05,1.251683e-06,2.899823e-05,0.0010226454,0.0005883836,1.8221066e-05,4.431629e-05
sub_topic_54,0.012330464,0.00052204815,0.005003871,0.0014526909,0.004196401,0.00035915241,0.0003744071,0.0047765425,0.012990847,0.0020800817,0.0014830217,0.003174297,0.00029102725,0.0022726222,0.00021958933,0.0043380274,0.0008232546,1.8066812e-06,0.00056501623,0.0024082225,2.8557852e-05,0.00054849905,0.00016961858,0.0004156602,0.015438411,0.009367201,0.0006162653,0.0065616677,0.0038517213,0.0020520834,0.0036118804,0.004250732,0.0043625454,0.0019261544,0.0071053426,0.0013325528,0.0024671834,0.0009813011
sub_topic_55,6.28965e-05,7.952892e-06,0.92948514,1.8566561e-05,1.7109799e-06,1.1386199e-05,1.1421184e-06,5.536879e-07,5.8949905e-07,1.36801755e-05,5.2476407e-05,1.633825e-05,1.4201943e-05,1.2944726e-05,8.283854e-06,1.0211059e-05,0.002954349,6.4181734e-07,4.6001237e-06,4.2156757e-06,3.5395115e-07,2.6155021e-05,2.9985706e-05,0.0,7.1369122e-06,1.918855e-06,7.5170305e-05,3.6614856e-07,1.7965962e-05,6.365605e-06,0.00033365045,3.0025337e-06,7.961179e-05,0.00026377593,4.269594e-05,2.2010729e-05,4.3067466e-06,4.6511483e-05
sub_topic_56,0.0017725398,0.0007874899,0.0022193836,0.000536822,0.3063563,0.0008810014,0.001331075,1.1016948e-05,0.001742077,0.00029377034,0.00027687175,0.00060214114,0.001001923,0.0010064616,0.00024151492,0.00038713825,0.0005721078,1.7265505e-05,0.0011159426,0.00028441002,0.0005381521,0.0005855347,0.00047064267,4.1986054e-06,0.00029718655,0.0037883471,0.0022040661,0.0027328648,0.0010140873,0.0002981909,0.0010495178,0.00052644155,0.00046164938,0.0009730771,0.0003949219,0.0001912452,0.0007821371,0.0010940209
sub_topic_57,0.0016213757,0.0007531801,0.0004623089,0.0005269756,0.0014709965,0.00035287198,0.0009515851,0.0012404606,0.66499823,0.00012157474,0.00028944825,0.0008725222,0.0002135629,0.001306635,0.0002142612,0.00039915295,0.0010105987,7.002882e-05,0.0018828503,0.0003991665,0.00024293983,0.000729924,0.00043834714,0.0074346946,0.00026998116,0.0016776508,0.0019581253,0.0011648828,0.000551871,0.00029108208,0.0005060885,0.0005060328,0.00062891404,0.00095285446,0.0002708556,0.0008200438,0.0002316938,0.00047430384
sub_topic_58,7.327521e-05,9.2654634e-05,0.008584787,9.488783e-05,8.2507e-05,0.00017804129,4.4405842e-05,0.00024773745,0.0008021513,7.8424346e-05,0.00165947,0.00026186294,9.293041e-05,0.00017394812,0.00012175291,4.646388e-05,0.00082112267,1.0044716e-05,3.3228118e-06,0.00018470973,1.0032273e-06,5.923204e-05,0.0005989129,9.697809e-05,0.0017366214,0.0002750103,3.6755522e-05,0.00016402098,0.00011501619,6.099613e-05,0.2949419,0.001479404,0.00012451217,0.0005823746,5.6020654e-05,0.0026620866,2.0477548e-05,0.0002612235
sub_topic_59,0.00029104768,0.00018490458,7.444633e-05,0.0001175841,9.040125e-05,4.6827976e-05,8.303271e-05,0.00017267636,2.9484912e-05,0.001477159,0.0014901202,0.00029190708,8.539759e-06,0.0031760507,0.0018166848,0.0021612146,2.528482e-05,2.1059575e-05,6.7452847e-06,3.9175415e-05,2.6905832e-06,0.00075212296,0.0010782313,3.3880297e-05,0.88732034,0.00044133503,3.5833706e-05,0.0001971181,0.0006047114,3.755243e-05,0.0026155394,0.008280473,4.027052e-05,9.486701e-05,3.4110977e-05,0.00034181724,2.7525914e-05,1.763731e-05
