,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
sub_topic_23,0.0103997,0.00086426025,0.005445339,0.0011861457,0.0001417763,0.15717919,0.07337987,0.006374083,0.0003365234,0.0067166956,0.0026991882,0.0006545809,3.811349e-06,3.296476e-05,0.0005507701,0.015554368,0.0006703787,6.0885636e-06,0.00456511,6.9739464e-05
sub_topic_24,3.563127e-05,0.00012892189,1.9965824e-05,1.3189437e-05,9.457174e-06,5.975268e-05,0.00025331532,6.204111e-05,1.5288859e-05,0.00029461237,7.305099e-05,1.9232199e-05,0.0003697135,5.739511e-05,0.0001259948,0.17352861,5.9340593e-05,7.3671334e-05,4.3771546e-05,3.0776228e-06
sub_topic_25,0.0019164117,0.00041591594,0.0011566111,0.00060196855,0.00049366767,0.00048924546,0.0005011491,0.0015066552,0.6623447,0.0004866533,0.00020252849,0.0025823961,0.00066670094,0.0006020137,0.00081060425,0.0010892199,0.0003835708,3.7183458e-05,0.0006623871,0.010007177
sub_topic_26,7.712646e-05,8.081199e-05,5.5899258e-05,1.3985925e-05,1.4536896e-05,8.957634e-05,0.0006534267,5.8877788e-05,4.5967163e-06,0.63638425,7.4333955e-05,4.2363372e-05,5.7238344e-06,3.972211e-06,0.00015843802,0.004868471,0.00013119337,7.111378e-06,8.368743e-05,2.8353377e-06
sub_topic_27,1.18800535e-05,0.5596317,1.8452978e-05,7.343049e-06,1.2086345e-05,2.3567125e-05,7.564032e-05,0.00021316807,2.6069067e-06,6.152123e-05,5.4905486e-05,3.6890508e-06,2.785839e-05,6.0634065e-06,1.2223368e-05,2.6690384e-05,1.8323912e-05,0.00071705924,1.842177e-06,1.8145339e-06
sub_topic_28,2.6834246e-05,0.3370405,4.6349673e-05,3.2935626e-05,7.145442e-06,7.081934e-05,5.478741e-05,0.00062470976,2.0659778e-05,4.1197425e-05,0.00021114669,4.8585903e-06,6.734499e-06,1.4166252e-05,0.00019937806,4.289576e-05,4.514576e-05,0.00019108366,4.17054e-06,1.7691204e-06
sub_topic_29,1.5856054e-05,0.00097487913,9.583455e-05,3.5627527e-06,0.14829107,2.4830892e-05,0.00010393119,9.8908604e-05,1.8097418e-05,0.0001178624,7.313742e-05,6.464803e-05,3.512668e-06,0.0042339694,1.08716185e-05,1.7816441e-05,6.736049e-05,0.000297185,7.4691866e-06,5.087664e-05
sub_topic_30,0.003073473,0.0018935782,0.0017140106,0.002399225,0.00094866735,0.00086367276,0.0023190978,0.0057485793,0.006718794,0.0005692293,0.0008253353,0.0012065207,0.0023002573,0.310912,0.00043871213,0.00077536725,0.0017629294,0.00025831608,0.0012931109,0.0010688204
sub_topic_31,0.00017940227,9.1457296e-05,0.0003191089,0.00012827376,0.00015646235,0.00011751335,6.625481e-05,3.9777136e-05,0.00043675408,0.0001514532,2.0980338e-05,3.1515297e-05,0.00077922683,3.106276e-05,1.655073e-05,3.3775257e-05,0.00013407505,0.0001482001,0.00026897882,0.94062185
sub_topic_32,0.00026022486,0.00029084465,0.00053932465,4.199824e-05,0.00047723763,3.9739527e-05,0.00018038011,0.00048890006,0.0010370811,0.00095691666,0.0028174033,0.39283344,1.4787718e-05,9.78818e-05,0.004844577,0.0018821986,0.0010543324,4.4226845e-06,0.00013367191,0.00010882118
sub_topic_33,0.0044902517,0.00050837104,0.0018503278,0.00026716056,0.15579998,0.0032739064,0.001743862,0.0036330887,0.0044043995,0.001359842,0.00074033707,0.009388475,0.00046073066,0.0068124644,0.00047345718,0.00219393,0.0018246175,6.803399e-06,0.0018803641,0.0018502111
sub_topic_34,0.00026743638,0.00019851599,0.00020349553,0.0005668324,1.2024075e-05,0.74566466,0.00047229495,0.0004973922,6.2147183e-06,0.00045097814,0.00038006916,5.621368e-06,1.1936214e-05,3.0744948e-06,7.100505e-06,0.0003675782,0.0015875739,3.131928e-05,0.0003091637,5.7992915e-05
sub_topic_35,6.318501e-05,1.3222592e-05,0.65860945,6.808094e-06,1.46845e-06,5.407432e-06,6.71985e-06,1.5506996e-05,1.20805325e-05,1.2549729e-05,0.00014663523,6.104708e-05,1.005058e-05,8.082103e-07,1.0618516e-05,7.0096003e-06,3.5881836e-05,5.636584e-06,1.00775715e-05,6.027393e-06
sub_topic_36,0.00016716786,0.0020295146,0.00040506767,5.7976995e-05,5.077994e-05,5.072151e-05,0.00050322665,0.0037135337,0.00037060506,0.0012585716,0.0020264774,0.004820492,1.8062434e-05,2.9841738e-05,0.8523945,0.0015041113,0.0004634184,0.00016660106,8.994949e-05,3.0395242e-05
sub_topic_37,0.0006515585,0.0009179552,0.00050212385,0.0022692676,1.6229227e-05,0.06925596,0.00082085014,0.0034801443,0.0011200017,0.00037264943,0.0003184511,5.917925e-05,0.025491217,0.00033925718,0.00023406773,0.0006015499,0.0006935209,6.485658e-05,0.00030470468,0.0004821162
sub_topic_38,8.359226e-05,0.06179255,2.8103672e-05,0.00012213657,4.730683e-06,0.00010676239,0.0001009554,0.035254873,0.00010257258,0.00018176995,0.0005353957,6.544274e-05,1.4524099e-05,2.2401511e-05,0.008971046,9.364178e-05,0.00013859209,0.00012227331,9.31299e-06,1.0714342e-05
sub_topic_39,0.0001518481,0.0009670864,0.00066244806,0.0010592397,3.6727565e-06,5.7223533e-05,0.00043280583,1.9672241e-05,3.5041718e-05,0.0010009493,3.9623304e-05,7.981345e-06,0.43782467,9.564456e-06,7.722176e-05,0.00010540858,0.00021861949,0.013165664,0.003231671,0.0025004959
sub_topic_40,0.00025663813,0.000119394754,0.00030322716,0.00023292081,1.5051528e-06,7.846715e-05,3.0923973e-05,0.00095018494,0.00015139386,3.0344905e-05,0.28281614,1.4764959e-05,8.921783e-06,2.0146323e-05,2.0975645e-05,2.9492898e-05,3.400515e-05,3.0749303e-05,2.364904e-05,1.3864083e-06
sub_topic_41,0.0006885014,0.0029358424,0.0027609414,0.00060741475,0.00021191462,8.863036e-05,0.0012495107,0.00019415849,0.00036823124,0.006273236,0.00065425853,0.00011652189,0.0070687803,3.4904777e-05,0.08467875,0.001563234,0.0021248672,0.018886583,0.0013893883,0.00025750554
sub_topic_42,0.002010717,0.0004453897,0.00011033495,3.8176986e-05,1.2023658e-05,0.00026699726,7.466152e-05,4.6400794e-05,4.2276577e-05,0.0006140269,0.013387463,0.0006825393,1.3956344e-05,4.4684543e-06,0.0023857858,0.020255169,6.763009e-05,0.00012533831,0.0009675939,1.8897914e-06
sub_topic_43,0.0005636681,0.0007851837,0.00044739177,0.00051708636,0.0012408631,0.0002750387,0.00093901606,0.0013818868,0.0024181465,0.00032540542,0.0002874782,0.0005513245,0.00063565286,0.6021276,0.00014772559,0.00021686846,0.00060716365,0.00011555219,0.00044569606,0.00048204843
sub_topic_44,7.166801e-05,4.6910893e-05,0.06607609,4.0098785e-05,8.100603e-06,1.1504592e-05,5.418354e-05,4.7829057e-05,6.860827e-05,2.4738876e-05,4.8929534e-05,1.26846435e-05,0.00021967672,5.070023e-05,1.060184e-05,2.8006498e-05,7.586231e-05,3.374915e-05,1.6045688e-05,7.30664e-05
sub_topic_45,0.00047718053,0.00011750707,0.00046832286,0.0002477169,2.3118031e-05,0.00022181668,8.357809e-05,1.2417255e-05,5.311804e-05,0.00089727633,3.0127214e-05,1.1409302e-05,0.00089624914,4.11261e-06,0.00010324342,0.00025494362,0.0003205006,7.604778e-05,0.3229511,0.0022652703
sub_topic_46,4.5553115e-05,3.464032e-05,0.0001477972,0.0026703256,2.5099402e-05,0.0010143575,5.717896e-05,0.00041601463,3.0259675e-05,0.0003867722,0.00023447875,0.00061429606,6.7109095e-06,1.8246106e-05,0.0002966983,0.00041339497,0.44872156,1.4514594e-05,0.001279153,0.00015092804
sub_topic_47,0.003891134,0.00037622623,0.0042998395,1.8006458e-05,0.00040607507,0.00027816993,0.00055885594,0.012429378,0.0007918913,0.00017963513,0.004390288,0.17936994,2.2773643e-06,0.00024200643,0.0064131,0.0012163781,0.00019609656,9.744483e-07,2.6707792e-05,9.104395e-05
sub_topic_48,0.00032399388,0.00066066097,0.00030438355,0.00010662535,1.0354025e-05,0.00019759207,0.00016298908,0.65433484,7.136441e-05,5.2566556e-05,0.00061090605,0.00014440977,5.68374e-06,4.7979403e-05,0.00022782409,0.00015247153,9.698702e-05,1.4709973e-05,3.731687e-05,1.6012558e-05
sub_topic_49,9.505787e-05,9.429446e-05,4.6483747e-05,1.6827507e-05,8.267079e-07,0.00026247927,2.1500342e-05,9.4666175e-05,1.1017717e-05,5.2940464e-05,0.420133,4.4465472e-05,4.4189855e-07,1.0643155e-06,5.6406283e-05,5.08096e-05,1.4483108e-05,0.0003661497,9.233617e-06,1.4428366e-06
