,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27
sub_topic_29,0.000832748,0.001029633,0.0017764274,9.697468e-06,0.0040213084,7.8242636e-05,0.0017243171,0.33471814,0.0011409591,0.000102065904,8.804452e-05,0.00031816066,7.4283795e-05,0.0016195396,5.867933e-06,0.0001631398,0.00013287448,0.00012778326,4.406517e-05,0.0005630398,3.609406e-06,0.001484191,0.0004612948,0.0039150994,0.00070452533,0.00028447734,0.003267564,0.0015380828
sub_topic_30,0.0018317277,0.0008278133,0.0023838081,0.00019289172,0.00436595,0.0004682959,0.0012156696,0.0031945058,0.17332473,0.000120486984,0.003338702,0.002288151,0.0021949112,0.0017819331,0.0005375776,0.0011856663,0.0010520509,6.8276546e-05,0.00061612297,0.0010584004,0.00011130984,0.0014092264,0.00061515113,0.00070554035,0.0063489038,0.0013587028,0.0020071308,0.0019568917
sub_topic_31,0.00042468103,0.00092560955,0.0008680279,0.00037079197,3.9533603e-05,7.675439e-05,0.00026105062,5.768713e-06,5.7241855e-06,0.0044899494,2.2312227e-06,0.0,0.005326782,5.0563558e-05,5.4001943e-05,9.775691e-06,0.00018354882,0.002158215,0.0022926112,9.1131245e-05,0.14247558,0.00013551151,0.00016681063,1.11080235e-05,8.781367e-05,0.028445061,0.00013427921,5.8327998e-05
sub_topic_32,0.0004361715,0.00014896767,0.00020220781,1.0753238e-05,0.00019389308,5.7065718e-06,7.457877e-05,0.00015017802,8.5982814e-05,0.0004319395,0.005853951,0.00072445144,1.7872839e-05,0.0015356648,0.01032759,0.0016720224,0.00018094528,1.871341e-05,3.0484747e-05,0.00035723712,1.3210334e-05,0.00024244051,0.0014854466,1.3637499e-05,0.64736235,0.00024296553,3.8120175e-05,0.0007215474
sub_topic_33,0.0006726968,0.00027468568,0.00047398286,2.964481e-05,0.9709456,0.00023983158,0.00030946176,0.017767632,0.0027358374,3.964503e-05,0.00048589034,0.0010743659,0.00026095653,0.00086031924,5.2155043e-05,0.0002253927,0.0005616444,5.8113087e-06,0.0007909894,0.00030846352,1.9913647e-05,0.00040197207,0.0001361064,0.00032795628,0.0025471998,0.0010547435,0.0002805087,0.0015970826
sub_topic_34,9.392325e-05,8.4212574e-05,0.00012610927,0.0019298345,1.1930286e-05,0.71267706,0.00014231473,9.90411e-06,1.705892e-06,3.860003e-05,1.5756325e-05,3.4672295e-05,4.9620347e-05,3.2810472e-05,2.1404485e-06,8.5982974e-05,0.0011574766,2.9594823e-05,3.7444886e-05,0.00040946496,2.6659345e-05,0.000102487094,9.766888e-05,0.00013976036,1.56615e-06,3.962146e-05,0.00040538664,8.7825065e-05
sub_topic_35,5.426138e-05,1.2269993e-05,0.88429385,1.26002005e-05,6.638387e-07,2.6620004e-05,1.2522737e-05,9.701664e-07,2.9546227e-06,1.6138134e-05,0.00013337027,1.9419587e-05,1.4494182e-05,9.467306e-06,4.415046e-06,9.7449765e-06,2.9908915e-05,4.9640194e-06,1.2966744e-05,2.5943253e-05,5.0902668e-06,0.00014288549,0.00012056493,1.0563502e-06,6.0974828e-05,9.017947e-06,7.293216e-05,1.069769e-05
sub_topic_36,7.5661264e-05,0.0019172706,8.831331e-05,3.7388778e-05,1.3211813e-05,1.731063e-05,0.00040970472,0.0003184985,1.600112e-05,0.0015178942,0.0066894195,0.0007940369,6.852085e-06,0.0004705733,0.9610346,0.006364979,0.0002049082,0.00012676208,1.8884992e-05,0.003968172,4.52957e-05,0.0005683387,0.0005633971,6.803512e-05,0.003648477,6.4363005e-05,0.001440317,0.0005481548
sub_topic_37,6.0233624e-06,2.8622768e-05,1.13794e-05,7.6044395e-05,0.0,0.00032517684,6.841304e-05,0.0,3.111113e-07,4.427397e-05,4.2706233e-06,0.0,6.503558e-06,8.446256e-06,1.7583458e-05,2.6122802e-06,0.000984594,6.12062e-05,9.0012963e-07,6.477947e-05,3.380948e-05,2.5874562e-05,1.1389427e-05,0.74021226,2.194931e-06,2.8000448e-05,2.3743096e-05,3.329604e-06
sub_topic_38,5.762246e-05,0.4037851,1.852831e-05,4.507124e-05,6.045194e-07,9.7744596e-05,6.038412e-05,8.22879e-05,1.463916e-05,6.0235445e-05,6.2422834e-05,1.2484087e-05,2.6077092e-05,4.5780682e-05,0.00050244376,4.393272e-06,2.0263571e-05,0.00031302936,1.9257918e-06,8.6077845e-05,8.926438e-06,7.381822e-05,0.00016926446,2.289571e-05,4.8580873e-06,6.6063494e-06,0.0012130986,2.4275414e-05
sub_topic_39,0.00030539703,0.007076743,0.0018746051,0.0007596024,5.9990143e-06,0.00027729996,0.00061874744,5.5624437e-06,4.2384077e-06,0.023867024,5.7632087e-06,9.912128e-07,0.0037019963,0.00063993974,0.0007106709,8.685036e-06,0.0013193903,0.37398034,5.3235446e-05,0.00035331285,0.020756438,0.0007067432,0.0017692285,0.0004062067,0.00013787742,0.00019321102,0.0006295098,0.00013609705
sub_topic_40,0.0037640263,0.0023731014,0.0011819749,0.0056657614,0.0003786704,0.000741327,0.0015112773,0.00046718022,0.23329534,0.00029718518,0.00066275446,0.004161361,0.0035072414,0.0028670859,0.0006087864,0.00033010938,0.0019028792,0.0007067166,0.0017420778,0.0013054998,0.0019843774,0.0034081747,0.002178532,0.0018815049,0.0002647565,0.0014903363,0.0066925418,0.00085705
sub_topic_41,0.00014094515,0.0003780476,0.0004141857,0.0002345761,0.0001255753,0.00010574785,0.00027586852,1.2169979e-06,0.0001098341,9.932999e-05,0.0001375805,1.0957811e-05,0.75955546,9.279172e-05,5.3153108e-05,2.2452221e-05,0.00012089696,0.00023785558,7.983405e-05,0.000120987395,0.00020793709,0.00014265072,0.00017950329,5.4555658e-05,9.524175e-05,0.00011662075,0.00019538753,0.00026460623
sub_topic_42,0.0010435273,6.948595e-05,6.806346e-05,1.4581275e-05,1.7521286e-06,0.00025967005,1.2523686e-05,0.0,1.8714592e-06,8.585948e-05,5.3322532e-05,1.7839364e-05,7.2425405e-07,5.689273e-05,3.118959e-05,2.8118991e-05,2.859147e-05,0.00025401692,2.0416737e-05,2.4684705e-05,3.8463168e-05,4.011951e-05,0.3137403,0.0,2.3508102e-05,1.581134e-06,3.4020835e-05,4.223848e-05
sub_topic_43,0.00071919546,0.0007798761,0.0004927041,0.00031368498,0.0008992605,0.00021896369,0.00078581116,0.0034948552,0.57753676,7.1706265e-05,0.0006445278,0.00083860365,0.00036570217,0.0017722313,0.00016237062,0.00018011733,0.000610638,6.296794e-05,0.000561137,0.0004578536,0.000178018,0.0006925573,0.00023360674,0.0017935352,0.0006935727,0.0010600134,0.00094223086,0.0008617038
sub_topic_44,0.0017900366,0.002116877,0.0015032642,0.0047827875,0.00034536968,0.002102385,0.0037048953,8.642348e-06,0.003443543,0.00014616587,0.0010670649,0.001657027,0.006424852,0.0011627465,0.00047440175,0.0025814935,0.00056223373,0.000106367195,0.00075518544,0.0004681695,0.0016691566,0.0033618095,0.0007176963,0.008112457,0.000100929035,0.009564537,0.005382457,0.0009704929
sub_topic_45,0.009067263,0.00027267035,0.00440307,0.0010905964,3.143498e-05,0.19316605,0.011322743,1.7881757e-07,5.54549e-07,0.004956303,3.5716705e-05,0.00019317637,8.452598e-05,0.0021448543,4.1233936e-05,0.0070812292,0.00059097615,1.6379532e-05,0.026308643,0.0010488341,0.0029116883,0.0016259465,0.0008968926,3.1601627e-05,7.001608e-06,8.177234e-06,0.0003116605,0.009263537
sub_topic_46,0.00016866594,2.5024117e-05,0.0002242066,0.00013699068,4.8251142e-05,3.533359e-05,0.0002699194,5.2658206e-06,1.9825447e-05,0.00020212673,4.8948692e-05,8.8212124e-05,1.8096947e-05,0.00023408342,0.00011688625,0.00021078363,0.0037424117,8.973448e-06,0.33701348,0.011329312,0.0041464074,2.2544247e-05,0.00013001444,1.4690463e-05,0.00011197586,3.4524284e-05,3.2908192e-05,0.00028602642
sub_topic_47,0.00035298557,0.0001567588,0.0017061762,1.6136537e-05,9.822366e-05,8.771621e-05,4.8597238e-05,0.00035482532,0.00024719938,3.6315112e-05,0.9544954,0.0027636886,1.9712408e-05,5.6389887e-05,0.0043450566,0.0016068596,0.00022879135,7.990139e-06,3.6584734e-05,0.0014535191,4.852416e-06,0.00056266907,0.0016855567,2.57724e-05,0.0040415167,4.5227323e-05,0.0010448499,0.00013652712
sub_topic_48,3.6167436e-05,0.0002480001,0.00011098635,0.000117129646,4.369558e-07,5.59929e-05,3.1737767e-05,4.451792e-05,1.8941346e-05,9.130579e-06,6.5320404e-05,3.504334e-05,8.273265e-06,1.7687094e-05,5.4053286e-05,1.1362956e-05,1.6304562e-05,2.9773899e-05,1.0753195e-05,0.0002989769,3.8409657e-06,0.0005331744,0.00017847943,1.4784654e-05,2.8398442e-06,1.0469021e-05,0.68016106,6.9346443e-06
sub_topic_49,3.720138e-05,9.4321455e-05,0.00014719523,1.4333887e-05,3.0559594e-08,2.4978528e-05,2.6640815e-05,3.2624725e-06,3.862566e-06,1.3357733e-05,2.8121556e-05,1.4618158e-05,5.837413e-06,7.784812e-06,3.1516553e-05,1.5905322e-05,8.5106385e-06,2.4936338e-05,1.668798e-06,2.507462e-05,2.7190383e-06,0.896405,7.3591254e-05,1.4876709e-05,3.8555254e-06,1.5775153e-06,0.00031721842,6.2378335e-06
