,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38
sub_topic_44,0.003830358,0.0031980253,0.0026131326,0.0047668302,0.02346228,0.0033523422,0.0064318343,0.00020642493,0.011902727,0.0022962887,0.0008426001,0.00054692983,0.0020913954,0.0016400297,0.0011239102,0.00030294296,0.004957241,0.00024923586,0.0030135163,0.0018758585,0.0028129625,0.0015944787,0.005038072,0.0,0.0022294596,0.0024403608,0.0021903508,0.21775529,0.0042530634,0.0020265381,0.0028230478,0.0044810874,0.0009375038,0.0028959715,0.00020477759,0.001519317,0.009622207,0.0026777536,0.006400741
sub_topic_45,0.00036933078,5.6177214e-05,0.00029062232,8.379442e-05,3.5763984e-05,0.00041992302,6.6457396e-05,5.4660118e-06,4.4188478e-06,0.00062927813,0.00012347766,1.27677295e-05,9.133288e-05,4.7630005e-05,3.591474e-05,1.7425049e-05,0.0003120711,8.823978e-06,0.00018503696,0.0009184635,0.0013981026,8.938051e-05,5.6685403e-05,0.0,4.2711108e-05,0.000108518085,1.9083227e-05,0.00021905283,0.00012230303,0.8069039,1.3198441e-05,2.1273956e-05,1.8000736e-05,7.9804886e-05,8.196786e-05,0.0018725301,0.0012284636,0.00024730916,8.713051e-05
sub_topic_46,2.842636e-05,1.5516767e-05,9.761847e-05,0.000100448546,4.8947535e-05,0.00026914064,5.4181844e-05,4.6282944e-06,2.9865494e-06,0.00018789178,0.000104095976,5.953574e-05,1.7818571e-05,0.00012058956,3.0471365e-05,2.9964272e-05,7.290203e-05,8.487937e-06,2.6101216e-05,1.9340321e-05,0.00014958187,3.377635e-05,4.2970965e-05,4.1293356e-06,0.00011641156,1.3926598e-05,5.586942e-05,3.455351e-05,0.00013657854,0.0020918571,4.2071133e-05,8.47726e-05,3.735259e-06,2.1350135e-05,2.6820217e-05,0.4029201,0.00039972743,9.3055205e-05,0.00014211879
sub_topic_47,0.0003619927,4.211701e-05,0.0008383143,1.42091285e-05,1.806399e-05,1.4359654e-05,6.76023e-05,3.1976004e-05,4.1123138e-05,3.9405797e-05,8.9639194e-05,6.5965185e-05,3.5004556e-05,6.79813e-05,2.2715858e-05,0.00013364926,0.00017917968,2.5011068e-06,2.4516141e-05,8.898914e-05,1.1966104e-06,5.889484e-05,0.00014036272,5.399178e-05,2.8684673e-05,3.0501355e-05,0.0008707196,3.3975444e-05,0.00018851613,6.2607937e-06,0.00020771075,1.7346883e-05,0.940222,0.0001360582,6.6609384e-05,5.5516408e-05,1.9190253e-05,0.00011475932,2.0135945e-05
sub_topic_48,5.963714e-05,0.0003114385,0.00031127507,6.0643655e-05,2.1448668e-06,3.7080274e-05,1.215676e-05,7.447191e-06,9.5819305e-06,1.3591803e-05,0.0001416608,3.0260495e-05,2.6362759e-05,4.1035488e-05,0.00012241866,3.8166934e-05,2.1642807e-05,1.7858145e-05,9.38214e-05,5.0571302e-06,2.4512635e-06,0.0006617292,0.00019345716,1.7184391e-06,3.745119e-06,9.398709e-06,0.88859904,1.0541689e-05,5.935228e-05,4.390473e-06,2.3808692e-05,0.0004279647,8.099308e-05,0.000991193,9.8941e-05,0.000119694894,7.2236166e-06,4.699465e-05,0.00012113427
sub_topic_49,1.77475e-05,5.722573e-05,5.218821e-05,3.5155375e-05,2.1176413e-05,5.4082368e-05,1.0467445e-05,1.1692736e-06,4.634833e-06,3.1277963e-05,0.00079414505,5.644514e-07,1.2065364e-05,6.2210245e-05,9.02244e-05,2.9973662e-06,5.104015e-05,7.036024e-05,1.2249854e-05,2.3653974e-06,5.1747993e-06,0.00013625153,0.95679253,5.709548e-07,0.00020063332,1.2202329e-06,0.000118718635,1.5966321e-05,2.4330755e-05,6.0120635e-07,0.0002221492,0.00013323883,1.0187841e-05,0.001008779,6.037744e-06,2.937264e-05,1.3028955e-05,0.0011179239,2.3346143e-05
sub_topic_50,2.5474337e-05,7.4308646e-06,4.962756e-05,0.00029827625,4.2784322e-06,8.042663e-06,4.6513995e-07,6.3410135e-07,2.105693e-05,5.795531e-07,6.778464e-05,0.96668744,0.0,8.429083e-06,1.5662443e-05,2.409091e-05,2.9574087e-06,0.0,3.940894e-05,6.3873614e-07,2.6808314e-07,1.9601683e-05,1.044677e-05,0.0,5.938471e-06,1.2583401e-05,6.996121e-05,1.2303156e-05,1.8919202e-06,4.5652437e-06,2.5003566e-05,2.491216e-05,1.2853786e-05,0.00019244569,8.658219e-05,5.3243813e-05,3.3056797e-06,1.1605199e-05,3.5519224e-05
sub_topic_51,0.00018477623,0.00011938062,0.00018040468,1.1472826e-05,0.0004288873,0.00010666966,0.00014149354,5.5844917e-05,4.426415e-05,0.00051531754,0.00063833897,0.00097195973,1.3040085e-05,0.0017776858,0.004642512,0.9481079,3.6069134e-06,3.8087958e-06,2.6082937e-05,2.1804803e-05,4.201194e-07,0.0012952382,8.666175e-05,0.00010264406,0.0051887776,0.00016831513,0.0015222909,0.00010124902,0.000911609,2.769552e-05,0.0011948919,0.005891029,0.0008596893,0.0003252583,0.0027035244,0.00020160335,1.6105601e-05,8.352604e-05,1.2062697e-05
sub_topic_52,2.0901403e-05,0.00030177404,8.926883e-05,0.00041914274,2.4641662e-05,0.004109146,4.3844804e-05,3.6252914e-06,0.0,0.00015471406,0.0006796157,6.617282e-06,0.00012371424,6.66513e-05,0.00053281744,1.5370297e-05,0.00012409851,0.0025019222,7.765846e-05,9.065027e-05,0.0001174644,0.0015334922,0.01209853,3.2817206e-05,3.5653713e-05,3.2382186e-06,0.014806748,5.123832e-06,8.8657514e-05,1.0256788e-05,8.290765e-05,0.0023125028,8.452154e-06,0.0036840541,8.221665e-05,0.00032414196,3.1445863e-05,0.00040867852,0.0017144616
sub_topic_53,3.98082e-06,1.9751878e-05,1.9401205e-05,0.00022321634,0.0,0.004265904,0.0,9.3232694e-07,6.100003e-08,1.2655224e-05,3.950733e-06,1.3713596e-05,4.5170605e-06,6.8232875e-06,2.0442878e-06,0.0,5.0298395e-06,1.2184344e-05,2.7688111e-05,5.587705e-05,3.300984e-06,2.6621452e-05,4.0333194e-05,2.4941992e-06,0.0,5.3678576e-07,7.340354e-05,0.0,1.2602246e-05,1.7818536e-06,9.874459e-07,3.069871e-05,0.0,3.848706e-05,0.00027327947,7.7826895e-05,1.5658336e-05,3.0762065e-05,0.7251469
sub_topic_54,0.0078095943,0.0003522356,0.0021032852,6.0265324e-05,0.013403939,0.00039725297,0.00032543778,0.003573641,0.0036599871,0.00079959224,0.00054046395,0.002689118,0.0002211727,0.0019623395,0.0003188307,0.014164545,0.00042147975,1.0858847e-06,0.0017477528,0.001356035,2.968538e-06,0.00060733693,0.00017929472,5.8288537e-05,0.0010170974,0.007797167,0.0018818127,0.018412383,0.0017485885,0.0022811957,0.0024915154,0.0028308625,0.0062554725,0.002394995,0.06923619,0.0005441225,0.0015076058,0.00086067483,0.0004974274
sub_topic_55,3.4898312e-05,3.122887e-06,0.82960445,1.0146884e-05,1.8983548e-06,1.160931e-05,5.923691e-07,1.743746e-08,4.0932854e-08,7.765767e-06,2.7821234e-05,0.0,5.823074e-06,2.5805862e-06,2.601015e-06,0.0,0.010498286,3.1564483e-07,0.0,5.1669404e-06,5.839753e-07,1.0520865e-05,1.6111082e-05,0.0,3.9408933e-06,4.3290257e-07,4.0196883e-05,1.1469931e-06,7.243883e-06,2.8457173e-06,0.00013741558,1.7092455e-06,3.1971373e-05,0.0001504155,1.1144302e-05,1.759594e-05,1.38774e-05,2.5363766e-05,1.5665006e-05
sub_topic_56,1.064192e-05,7.0234084e-05,0.0057008094,2.6900354e-06,0.0007767772,9.3011025e-05,3.709592e-05,8.596307e-05,0.00032868102,2.7555943e-05,0.0016553389,8.403949e-05,7.6498785e-05,6.372299e-05,0.00024703264,1.1121602e-05,0.0022652803,1.1436104e-05,2.027685e-06,9.328137e-05,2.084564e-06,6.024713e-05,0.002493454,5.654686e-05,0.001961872,0.00020298135,3.101344e-05,0.0002049952,3.3638553e-05,1.15618e-05,0.29280993,0.0014026153,4.40012e-05,0.0006100542,2.8682944e-05,0.0013774331,1.9255338e-05,3.9464696e-05,0.00011878565
sub_topic_57,0.0011912761,0.0008205481,0.00040553103,0.0006894709,0.00060353545,0.0004242822,0.0011698467,0.001127273,0.59331375,0.00012664225,0.00016770365,0.0010869723,0.00019626372,0.001394077,0.00023942828,0.00048632594,0.0009938868,9.069326e-05,0.0021090505,0.000352714,0.00018787727,0.00076010014,0.00048798285,0.08690882,0.00022845852,0.0014834659,0.0019342774,0.00056169915,0.00066949887,0.0003414969,0.00047248293,0.00045113522,0.00063168566,0.0008962934,0.0002252968,0.0005891836,0.0003808281,0.0004570625,0.00065701024
sub_topic_58,6.889623e-05,6.0454957e-05,7.453755e-06,1.5349685e-06,9.286272e-06,8.536098e-06,0.0,1.4458843e-07,3.3547565e-06,2.7779884e-05,3.2544216e-05,1.2793834e-07,5.840176e-07,2.9389974e-05,6.320201e-06,8.482781e-06,0.0,1.3439923e-06,0.0,0.0,5.759674e-06,8.602191e-06,2.0911013e-05,0.0,1.4558907e-05,8.3913756e-07,6.281046e-06,0.00014686244,5.3138074e-06,6.0665658e-05,0.16302824,6.667577e-06,1.7579697e-07,3.0771615e-05,6.5189247e-06,7.817128e-06,6.157996e-05,7.666574e-05,1.997609e-05
sub_topic_59,0.0002049808,0.00013800139,3.3324934e-05,9.493527e-06,0.005159925,5.7000816e-05,6.077468e-05,5.4938115e-05,1.2436206e-05,0.0011996938,0.0031697566,0.00015030924,4.4263793e-06,0.0034251392,0.0018420848,0.0051041106,1.6546463e-05,2.1838034e-05,7.106885e-06,1.9661358e-05,1.0550322e-06,0.0008433432,0.0012146496,2.8813069e-05,0.94955343,0.0001788848,4.8644648e-05,0.0001458917,0.0003795882,1.0578626e-05,0.001747191,0.007487176,2.2806602e-05,9.023708e-05,4.35244e-05,0.0002836135,0.00029324242,9.591904e-05,1.1529263e-05
