,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24
sub_topic_10,1.6247095e-05,1.6335294e-05,7.873006e-06,3.2448781e-06,4.2495667e-06,7.803294e-06,8.964853e-05,2.9621711e-05,8.7934e-06,0.00013442757,4.6330183e-06,2.4279304e-06,3.6289416e-06,0.61908245,4.177329e-05,0.007489524,1.2732398e-05,1.6711521e-05,1.5881228e-06,3.4583193e-06,2.4661554e-06,5.813152e-06,4.220693e-05,1.3719589e-06,2.9634339e-05
sub_topic_11,4.0828323e-05,2.3414528e-05,0.00014099841,0.00022672299,1.7217519e-05,3.4371813e-05,8.1852195e-05,5.139181e-05,2.4708155e-05,0.0001451618,2.568666e-05,1.5922407e-05,3.699762e-05,2.540431e-05,3.921153e-05,8.311959e-05,0.0005133781,8.34755e-06,0.6372357,0.0007113649,0.004001899,0.000120177116,4.992601e-05,2.3632431e-07,4.0795465e-05
sub_topic_12,2.4877318e-05,0.00013555794,0.00017321606,0.97682524,0.0,0.00015164539,1.51825525e-05,0.00011698709,2.1509948e-05,1.1694617e-06,1.3430214e-05,4.710576e-05,2.5478394e-05,3.5526032e-06,1.804858e-06,1.2521915e-06,0.00015042943,8.933067e-06,3.4817884e-05,9.0771224e-05,1.8361776e-05,2.8592041e-05,7.6347824e-05,2.7278854e-06,0.0
sub_topic_13,2.9811024e-06,7.6923694e-05,8.001705e-06,3.284673e-05,3.4617954e-06,0.0001755161,7.415332e-05,2.270215e-05,7.749663e-06,1.3185962e-05,1.6656144e-05,1.7397772e-07,6.086032e-06,9.386829e-06,7.3774017e-06,1.3720298e-06,0.00031337538,4.4346074e-05,2.3606701e-07,8.980669e-05,6.1762157e-06,8.699964e-06,1.23161435e-05,0.9551055,3.7710856e-06
sub_topic_14,0.00039128758,0.00014930042,0.0004266095,0.00013545163,0.0001297061,5.6103443e-05,0.0002292105,0.00018512878,0.0003879103,0.0001458207,7.079257e-05,0.0002123372,0.0004178102,0.00019678679,0.00010872158,8.589608e-05,6.165879e-05,0.00016046283,0.00036935025,0.0005268883,0.00014916375,0.97071403,9.980276e-05,2.4625368e-05,0.00036795207
sub_topic_15,0.0001443185,0.007049405,5.078726e-05,0.0003018414,1.9083714e-06,0.000114937684,0.0001149898,0.1781628,3.2173106e-05,0.00017892686,0.00058290054,8.544211e-06,3.0163055e-05,5.0167153e-05,0.0020316206,3.612692e-05,0.00014370678,0.00026461383,2.5528974e-05,8.3481464e-05,3.783255e-05,2.1088981e-05,0.00045871842,2.4832376e-05,9.746008e-06
sub_topic_16,3.721619e-05,0.0001750941,3.7313006e-05,5.0886933e-06,2.5935533e-06,1.7897095e-05,0.00010891353,3.0570794e-05,6.638978e-07,0.27256733,4.149603e-06,0.0,9.966352e-06,5.99911e-05,7.217691e-05,1.5456359e-05,6.8299278e-06,0.0008097018,4.504799e-06,1.2728043e-05,7.907636e-05,4.571422e-06,8.4261694e-05,4.4543045e-05,1.30935905e-05
sub_topic_17,0.004932227,0.0016062653,0.0017553193,0.0059652077,0.00042417273,0.0008601685,0.002509966,0.0060572387,0.30819616,0.000489462,0.0015056032,0.0023988176,0.0069495793,0.0024965815,0.00040017386,0.00087795296,0.0015307589,0.00024289142,0.00331928,0.0015488201,0.0013631581,0.0061813495,0.0019024784,0.0019251115,0.000552366
sub_topic_18,0.0005943104,0.0051087965,0.0055151,0.00088796945,1.9976205e-06,0.00043573522,0.0009454477,0.00011963954,5.2345666e-07,0.010019014,8.650014e-06,0.0,0.001248336,0.00041911736,0.00041909242,0.00010359638,0.0025697227,0.14263326,0.00034780384,0.0011577883,0.06272074,7.9932026e-05,0.00204579,9.5306415e-05,2.8935352e-05
sub_topic_19,6.122026e-05,6.458456e-05,0.00014818527,0.0027314478,1.4594927e-05,0.0024666688,5.060124e-05,8.4426385e-05,1.0115965e-05,0.0004905945,0.00017867213,5.637688e-05,2.8140019e-05,0.00010216434,5.828965e-05,0.00032581625,0.77467567,5.0535276e-05,0.00023151624,0.00028173206,7.318451e-05,1.8587822e-05,0.00012447289,8.761621e-05,6.0124203e-05
sub_topic_20,0.005344398,0.0007520399,0.00013615214,1.620244e-05,4.9445884e-05,1.3495224e-05,0.00023270877,0.00034134087,0.00013421057,0.0029842246,0.0012164424,0.020182414,9.36281e-06,0.010337431,0.052044086,0.021800024,0.0004192204,7.199548e-05,3.426321e-05,5.3816944e-05,1.4454336e-05,0.0004601716,0.0021257794,1.7888198e-05,0.03126892
sub_topic_21,4.1842272e-06,7.970064e-06,2.7559636e-05,0.0007108259,7.915276e-08,4.0034243e-05,6.084737e-06,0.0011087254,1.4226176e-05,2.6500604e-06,0.003350365,7.253654e-07,4.4709603e-07,2.488242e-05,3.5672074e-05,6.642811e-07,0.0013340693,7.672433e-06,3.664138e-05,0.48167986,1.5008472e-05,1.9231999e-07,9.5448464e-05,6.2138126e-05,2.3402654e-05
sub_topic_22,8.4577674e-05,0.00030926635,0.00035117497,0.0003510708,8.930306e-07,0.00020964442,0.0005684597,3.6119574e-05,4.6701257e-06,0.00083310436,6.45579e-05,5.97331e-07,0.00016380675,0.00026669755,0.00034535155,0.00014787957,0.00023926767,0.00055808894,0.0041317646,0.0003244774,0.61008286,3.353949e-05,0.00021107816,6.233621e-06,2.7186523e-05
sub_topic_23,0.011951723,0.00074919255,0.0034493569,0.0012582714,0.00027222926,0.11664636,0.032321382,0.0077605606,0.00030766302,0.0028457548,0.002707219,0.011117309,0.00012549627,0.0009610967,0.0006800368,0.051790234,0.0026073928,2.1383123e-05,0.0038044264,0.00017287466,0.00022821392,0.0005452186,0.002039767,8.569854e-05,4.005723e-05
sub_topic_24,0.0004951929,0.0007804957,0.0015146793,0.0006354818,2.1404941e-05,0.0011584056,0.0008905038,0.00024170936,4.3009823e-05,0.002311135,0.00018340205,1.364893e-05,0.00023166575,0.02337554,0.00089324254,0.0055662994,0.005750223,0.00087760424,0.0025716838,0.001073755,0.023526134,8.3680454e-05,0.0015977148,3.8020084e-05,0.00037475035
sub_topic_25,9.535626e-05,8.845777e-05,0.00051386544,0.00042840862,9.0552654e-05,0.0003146361,9.6625874e-05,2.6383696e-05,7.598276e-06,0.00020614211,0.0,8.6860854e-07,0.00019975677,3.739358e-05,1.6639767e-06,4.629557e-06,0.00011644697,0.00023422146,7.526718e-05,0.49936938,0.00032903175,0.0061733676,5.7320838e-05,0.00011126853,5.6150115e-05
sub_topic_26,5.2530457e-05,6.686798e-05,4.1517702e-05,6.093932e-06,1.1856425e-05,5.1426257e-05,0.00039106852,3.6207046e-05,2.1438827e-06,0.6773991,1.4611685e-05,1.0630645e-06,8.445034e-06,0.00018980118,9.487619e-05,0.0036029855,0.00014328843,1.4612527e-05,3.6830086e-05,1.061262e-05,2.7419697e-05,1.7476269e-06,4.781304e-05,1.3931619e-06,2.3605653e-05
sub_topic_27,1.4759262e-05,0.63264024,1.7958622e-05,9.012439e-06,5.3474214e-06,3.038233e-05,6.699447e-05,0.0003036056,1.7275132e-06,3.769465e-05,1.8585873e-05,1.1315501e-06,1.7952902e-05,1.923041e-05,3.1530373e-05,2.350913e-06,4.8969437e-06,0.00041059393,1.0062076e-06,3.8860526e-06,6.0755287e-06,2.6852022e-06,9.278073e-05,3.527862e-05,3.3482047e-06
sub_topic_28,2.4096751e-05,0.00017842514,1.619733e-05,7.5413955e-06,7.0857614e-06,4.158353e-05,0.0002029665,3.4009798e-05,1.5141191e-05,0.00025380636,1.0709873e-05,2.5381812e-06,8.267364e-05,0.3225407,5.0219827e-05,5.373396e-05,2.5168507e-05,0.0001796285,8.267843e-06,5.640044e-06,5.1511757e-05,1.37922225e-05,4.7510744e-05,1.176805e-05,1.4120581e-05
sub_topic_29,0.0001724199,0.0019124752,0.0003780929,1.3330761e-05,0.12998615,1.9654906e-05,0.00070516695,0.0009195451,0.0006605134,0.00037313055,3.096182e-05,0.0002992592,3.6216654e-05,0.0009600355,6.0212487e-06,1.1948424e-05,9.590049e-05,0.00025303845,2.9709052e-05,0.00020627065,6.644672e-06,0.00028245567,0.00013228314,0.03374729,0.0009318855
sub_topic_30,0.0001992457,0.000484829,0.0042208317,0.00015844422,0.00044762142,8.248915e-05,0.00032788698,0.00039543057,0.0039339704,0.0003893815,0.0032231838,0.00096097577,0.0015743996,0.00064983335,0.00091649365,0.00019401923,0.00075004407,8.320874e-05,0.00033876186,0.0005486118,0.00010865709,0.002071374,0.00081511936,7.081735e-05,0.24449244
sub_topic_31,0.00027284495,0.0011072018,0.0012373177,0.0008457733,3.7436675e-05,2.5343777e-05,0.00048207413,2.8927512e-05,1.4459936e-05,0.001569549,5.8009887e-06,8.936298e-07,0.006638466,7.153361e-05,6.652281e-05,2.3563642e-05,9.0082765e-05,0.0027101329,0.0025253464,0.005832481,0.27944967,0.0014874822,0.0002676785,8.719529e-06,0.00010940952
sub_topic_32,7.661022e-05,0.00019779596,0.00015272886,5.9697627e-06,0.0002713841,5.1644683e-06,4.4896242e-05,4.9919032e-05,2.8459326e-05,0.00065844617,0.0026102148,0.0010846596,1.4292702e-05,0.00065077015,0.005654423,0.0013963992,0.00027095436,2.0547406e-05,4.078862e-05,9.608106e-05,1.5600786e-05,0.00014306988,0.0006976198,6.2919516e-06,0.61401725
sub_topic_33,0.0013028944,0.0005874787,0.0011824154,0.00012577655,0.24878718,0.00076312775,0.0015445019,0.0017321563,0.012176857,0.0011769304,0.0013370021,0.00354064,0.0016295506,0.00170367,0.00014799618,0.0013163617,0.0019297178,1.4744231e-05,0.0019070199,0.000707528,8.6778855e-05,0.0032857074,0.0002948452,0.000662499,0.005667692
sub_topic_34,0.00044212016,0.00016328636,0.00016318112,0.0012939278,3.8831645e-06,0.85396963,0.0006776189,0.00046935197,1.4153488e-06,0.00046088535,5.9752303e-05,1.7958891e-05,7.365365e-05,7.743992e-05,6.422635e-06,0.0005433059,0.0014907732,3.5625242e-05,0.00017320461,0.00036885706,8.106469e-05,3.5131511e-06,0.00021316769,3.814715e-05,1.5915934e-06
sub_topic_35,3.6259997e-05,1.36839735e-05,0.70811194,7.81541e-06,5.7135276e-07,4.6133837e-06,6.959061e-06,1.7730361e-05,1.7940213e-06,1.1950092e-05,2.6647447e-05,3.3827946e-06,6.609005e-06,2.7531953e-06,2.8134723e-06,2.7753322e-06,2.3686714e-05,6.4150986e-06,5.188827e-06,7.3442507e-06,4.8553134e-06,2.644058e-05,6.314341e-05,0.0,6.345004e-05
sub_topic_36,6.431735e-05,0.001773469,9.5324576e-05,4.8888232e-05,3.73021e-05,3.1543783e-05,0.0005366694,0.0028160352,1.4637845e-05,0.001043946,0.008481289,0.0016612554,5.6081158e-06,0.00034063257,0.9151997,0.005029873,0.00025688048,0.00016790614,3.2516986e-05,0.00018814697,9.560758e-05,0.00010771557,0.00038612526,5.468543e-05,0.0018219439
sub_topic_37,0.0007774785,0.0008276643,0.0003479497,0.0023722379,1.8314058e-05,0.00749039,0.00081214285,0.0015007927,0.0007858931,0.00052695087,0.00074252125,9.453591e-05,0.5433622,0.00018685563,0.00015084785,0.0005309819,0.00053312187,7.766696e-05,0.00043272934,0.00019989994,0.0005709201,0.0009319893,0.00036229065,0.000103501385,8.7312044e-05
sub_topic_38,5.5689976e-05,0.31940335,2.5828267e-05,2.4902654e-05,2.4788336e-05,5.4096792e-05,6.899045e-05,0.0012112211,1.1789392e-05,7.6974415e-05,0.00013139029,7.785382e-06,3.1462827e-05,4.958594e-05,0.00033372987,1.1005796e-05,1.6002019e-05,0.0002959941,3.2426458e-06,1.8522001e-05,1.1272001e-05,3.5788464e-05,7.705132e-05,5.906352e-05,8.129739e-06
sub_topic_39,0.00013281016,0.00799446,0.0009730345,0.0013064337,9.454014e-06,0.00024953744,0.0008147696,0.00017969764,2.4964473e-05,0.0016956725,4.829167e-05,3.390867e-07,0.0015940872,0.00058999564,0.0009043301,1.5682952e-05,0.00044317136,0.31215227,2.1712893e-05,0.0005418855,0.004840382,0.0002809422,0.0010245515,0.0001389297,0.00018578967
sub_topic_40,0.00028236705,8.368024e-05,0.00030089053,0.00026220884,3.5061444e-08,5.3563843e-05,1.9882295e-05,0.00066305837,2.5697307e-05,1.7138778e-05,0.00027347897,2.6514488e-05,1.9621148e-05,2.0730899e-05,1.4519212e-05,1.4198517e-05,1.482568e-05,4.933322e-05,2.5511576e-05,2.5461008e-05,1.07300875e-05,1.2036078e-05,0.36168036,7.9799e-06,6.0549924e-06
sub_topic_41,0.000100289275,0.00027054208,0.0005959182,0.00026060987,1.0040594e-05,9.370042e-06,0.00036926992,6.098431e-05,0.00010762959,0.00019211766,0.00019314623,3.6216197e-06,0.43089783,8.7602326e-05,2.766995e-05,3.2919274e-05,0.00016245212,0.00024392163,9.625365e-05,0.0002477342,0.0006329903,9.677174e-05,0.00032950254,3.9769537e-05,0.00012065078
sub_topic_42,0.0010997347,0.0003073829,3.6333266e-05,1.546096e-05,1.0144848e-06,1.1200158e-05,2.4396619e-05,9.869675e-05,1.5854333e-07,0.00014726742,0.0013459732,8.415798e-05,5.0304675e-07,1.4486647e-05,0.0002801185,7.658097e-05,8.948177e-06,3.4881916e-05,3.8914888e-05,2.2821046e-06,6.5310496e-06,0.0,0.25110087,0.0,0.0004048864
sub_topic_43,0.000504092,0.001070196,0.00059711887,0.00044455967,0.0016848689,0.00029236768,0.0012886567,0.0017784697,0.66829705,0.000556086,0.0007747212,0.0011426662,0.0009115338,0.0022213028,0.0002086658,0.0002636069,0.0005731331,0.00016278283,0.00059449254,0.00031199236,0.00021836706,0.0014124848,0.00038248062,0.005317321,0.00081354583
sub_topic_44,2.0652004e-05,2.0228603e-05,0.10286304,8.415826e-06,1.8033328e-06,5.1684206e-06,2.5590518e-05,2.2254993e-05,4.528473e-05,1.4451291e-05,7.2557655e-06,7.75665e-06,0.00024954634,1.0137603e-05,2.911067e-06,1.7205799e-05,1.646155e-05,2.2388524e-05,7.793187e-06,1.9258046e-05,7.745263e-06,2.9513874e-05,3.367725e-05,6.567556e-06,8.011805e-06
sub_topic_45,0.001712198,0.00017082923,0.0016036376,0.00022480908,4.145956e-05,0.0035602164,0.00024919075,2.1888187e-05,4.658926e-06,0.002851764,6.858519e-05,1.9181434e-05,9.150138e-05,0.00015772939,0.00010424736,0.0023039395,0.0016632659,1.794482e-05,0.31860635,0.00020602965,0.008098292,8.0058606e-05,0.00081548345,1.1484833e-05,6.145886e-05
sub_topic_46,0.00023807479,0.00015463177,0.0005024945,0.00037457087,0.00021918156,4.425967e-05,0.00079360954,0.000272749,0.00015479718,0.0021200662,0.0019703766,0.0008366756,0.0001176854,0.000534698,0.0015688146,0.0035050607,0.18285054,2.3684419e-05,0.020494668,0.00050736964,0.0018994149,6.513389e-05,0.0002212985,5.344679e-05,0.002176433
sub_topic_47,0.00031877714,0.00013581825,0.0036365436,1.0598597e-05,0.00011636044,6.3349595e-05,2.0510377e-05,0.0003677928,0.00023582444,7.673005e-05,0.27748415,0.011953899,7.3736855e-06,4.249765e-05,0.002840453,0.00070258987,0.00021700839,1.217237e-05,5.0465962e-05,4.30969e-05,7.085459e-06,0.000108266475,0.0028090007,1.6727561e-05,0.02158709
sub_topic_48,0.00075437967,0.0008483128,0.00039058822,0.0001747578,1.1152581e-05,0.00029461161,0.00016015537,0.77384466,3.928321e-05,5.2660303e-05,0.0005400057,0.00016252612,2.400697e-05,9.708356e-05,0.00016629489,0.000117777934,6.930752e-05,3.6172936e-05,4.1586496e-05,0.00015297209,1.2039267e-05,5.9337155e-05,0.0006783371,1.6146436e-05,4.4716758e-06
sub_topic_49,5.99923e-05,6.3782274e-05,4.3255648e-05,1.1410228e-05,7.876517e-07,0.00038862863,1.8114044e-05,7.0194656e-05,1.1297229e-05,3.087692e-05,0.0001539175,3.103047e-06,3.4722166e-06,2.7154012e-05,1.7828119e-05,1.8172597e-05,1.5425834e-05,0.00025559106,5.8288338e-06,2.5549645e-05,1.9105959e-05,5.2830574e-06,0.35866135,5.6908107e-07,5.71661e-05
